0
9.1362	0.00	0
9.1377	0.00	0
9.1391	0.00	0
9.1406	0.00	0
9.1420	0.00	0
9.1435	0.00	0
9.1449	0.00	0
9.1464	0.00	0
9.1478	0.00	0
9.1492	0.00	0
9.1507	0.00	0
9.1521	0.00	0
9.1536	0.00	0
9.1550	0.00	0
9.1565	0.00	0
9.1579	0.00	0
9.1593	0.00	0
9.1608	0.00	0
9.1622	0.00	0
9.1637	0.00	0
9.1651	0.00	0
9.1666	0.00	0
9.1680	0.00	0
9.1695	0.00	0
9.1709	0.00	0
9.1723	0.00	0
9.1738	0.00	0
9.1752	0.00	0
9.1767	0.00	0
9.1781	0.00	0
9.1796	0.00	0
9.1810	0.00	0
9.1825	0.00	0
9.1839	0.00	0
9.1854	0.00	0
9.1868	0.00	0
9.1882	0.00	0
9.1897	0.00	0
9.1911	0.00	0
9.1926	0.00	0
9.1940	0.00	0
9.1955	0.00	0
9.1969	0.00	0
9.1983	0.00	0
9.1998	0.00	0
9.2012	0.00	0
9.2027	0.00	0
9.2041	0.00	0
9.2055	0.00	0
9.2070	0.00	0
9.2084	0.00	0
9.2098	0.00	0
9.2113	0.00	0
9.2127	0.00	0
9.2142	0.00	0
9.2156	0.00	0
9.2170	0.00	0
9.2185	0.00	0
9.2199	0.00	0
9.2214	0.00	0
9.2228	0.00	0
9.2243	0.00	0
9.2257	0.00	0
9.2271	0.00	0
9.2286	0.00	0
9.2300	0.00	0
9.2315	0.00	0
9.2329	0.00	0
9.2343	0.00	0
9.2358	0.00	0
9.2372	0.00	0
9.2387	0.00	0
9.2401	0.00	0
9.2416	0.00	0
9.2430	0.00	0
9.2445	0.00	0
9.2459	0.00	0
9.2473	0.00	0
9.2488	0.00	0
9.2502	0.00	0
9.2517	0.00	0
9.2531	0.00	0
9.2546	0.00	0
9.2560	0.00	0
9.2574	0.00	0
9.2589	0.00	0
9.2603	0.00	0
9.2617	0.00	0
9.2632	0.00	0
9.2646	0.00	0
9.2661	0.00	0
9.2675	0.00	0
9.2690	0.00	0
9.2704	0.00	0
9.2718	0.00	0
9.2733	0.00	0
9.2747	0.00	0
9.2762	0.00	0
9.2776	0.00	0
9.2791	0.00	0
9.2805	0.00	0
9.2819	0.00	0
9.2834	0.00	0
9.2848	0.00	0
9.2863	0.00	0
9.2877	0.00	0
9.2892	0.00	0
9.2906	0.00	0
9.2921	0.00	0
9.2935	0.00	0
9.2949	0.00	0
9.2964	0.00	0
9.2978	0.00	0
9.2993	0.00	0
9.3007	0.00	0
9.3021	0.00	0
9.3036	0.00	0
9.3050	0.00	0
9.3064	0.00	0
9.3079	0.00	0
9.3093	0.00	0
9.3107	0.00	0
9.3122	0.00	0
9.3136	0.00	0
9.3151	0.00	0
9.3165	0.00	0
9.3180	0.00	0
9.3194	0.00	0
9.3209	0.00	0
9.3223	0.00	0
9.3237	0.00	0
9.3252	0.00	0
9.3266	0.00	0
9.3281	0.00	0
9.3295	0.00	0
9.3310	0.00	0
9.3324	0.00	0
9.3339	0.00	0
9.3353	0.00	0
9.3367	0.00	0
9.3382	0.00	0
9.3396	0.00	0
9.3411	0.00	0
9.3425	0.00	0
9.3440	0.00	0
9.3454	0.00	0
9.3468	0.00	0
9.3483	0.00	0
9.3497	0.00	0
9.3512	0.00	0
9.3526	0.00	0
9.3541	0.00	0
9.3555	0.00	0
9.3570	0.00	0
9.3584	0.00	0
9.3598	0.00	0
9.3613	0.00	0
9.3627	0.00	0
9.3642	0.00	0
9.3656	0.00	0
9.3671	0.00	0
9.3685	0.00	0
9.3699	0.00	0
9.3714	0.00	0
9.3728	0.00	0
9.3743	0.00	0
9.3757	0.00	0
9.3772	0.00	0
9.3786	0.00	0
9.3801	0.00	0
9.3815	0.00	0
9.3829	0.00	0
9.3844	0.00	0
9.3858	0.00	0
9.3873	0.00	0
9.3887	0.00	0
9.3902	0.00	0
9.3916	0.00	0
9.3930	0.00	0
9.3945	0.00	0
9.3959	0.00	0
9.3974	0.00	0
9.3988	0.00	0
9.4002	0.00	0
9.4017	0.00	0
9.4031	0.00	0
9.4045	0.00	0
9.4060	0.00	0
9.4074	0.00	0
9.4088	0.00	0
9.4103	0.00	0
9.4117	0.00	0
9.4131	0.00	0
9.4146	0.00	0
9.4160	0.00	0
9.4175	0.00	0
9.4189	0.00	0
9.4204	0.00	0
9.4218	0.00	0
9.4232	0.00	0
9.4247	0.00	0
9.4261	0.00	0
9.4276	0.00	0
9.4290	0.00	0
9.4305	0.00	0
9.4319	0.00	0
9.4334	0.00	0
9.4348	0.00	0
9.4362	0.00	0
9.4377	0.00	0
9.4391	0.00	0
9.4406	0.00	0
9.4420	0.00	0
9.4435	0.00	0
9.4449	0.00	0
9.4463	0.00	0
9.4478	0.00	0
9.4492	0.00	0
9.4506	0.00	0
9.4521	0.00	0
9.4535	0.00	0
9.4550	0.00	0
9.4564	0.00	0
9.4579	0.00	0
9.4593	0.00	0
9.4607	0.00	0
9.4622	0.00	0
9.4636	0.00	0
9.4651	0.00	0
9.4665	0.00	0
9.4679	0.00	0
9.4694	0.00	0
9.4708	0.00	0
9.4723	0.00	0
9.4737	0.00	0
9.4752	0.00	0
9.4766	0.00	0
9.4780	0.00	0
9.4795	0.00	0
9.4809	0.00	0
9.4824	0.00	0
9.4838	0.00	0
9.4852	0.00	0
9.4867	0.00	0
